ligand,id,can_smiles,smiles,formula,mw,atomcount,merckid,cas_pr3,cas_pr3_hx,cas_conj_acid,SIGMA STRUCTURE_ID,SIGMA CAT_NO,Fey-LKB (Paper)
"endo P(1Nap),NTs Azaphosphabicycloheptane",406.0,Cc1ccc(S(=O)(=O)N2C[C@@H]3C[C@H]2C[P@@]3c2cccc3ccccc23)cc1,O=S(N1C[C@@]2([H])[P@@](c3c4ccccc4ccc3)C[C@]1([H])C2)(c5ccc(C)cc5)=O,C22H22NO2PS,395.0,49.0,,"1883493-06-8 (SS, PS abs), 1632119-24-4 (SS, PS rel), 1632119-26-6 (SS, PR rel), 2244143-08-4 (SS, PR abs), 2119891-89-1 (no stereo)",,,"428075107, 465215269",,
"exo P(1Nap),NTs Azaphosphabicycloheptane",407.0,Cc1ccc(S(=O)(=O)N2C[C@@H]3C[C@H]2C[P@]3c2cccc3ccccc23)cc1,O=S(N1C[C@@]2([H])[P@](c3c4ccccc4ccc3)C[C@]1([H])C2)(c5ccc(C)cc5)=O,C22H22NO2PS,395.0,49.0,,2244143-08-4,,,"428075107, 465215269",,
"endo P(2Nap),NTs Azaphosphabicycloheptane",408.0,Cc1ccc(S(=O)(=O)N2C[C@@H]3C[C@H]2C[P@@]3c2ccc3ccccc3c2)cc1,O=S(N1C[C@@]2([H])[P@@](c3cc4ccccc4cc3)C[C@]1([H])C2)(c5ccc(C)cc5)=O,C22H22NO2PS,395.0,49.0,,1883493-08-0,,,"428075108, 465215270",,
"exo P(2Nap),NTs Azaphosphabicycloheptane",409.0,Cc1ccc(S(=O)(=O)N2C[C@@H]3C[C@H]2C[P@]3c2ccc3ccccc3c2)cc1,O=S(N1C[C@@]2([H])[P@](c3cc4ccccc4cc3)C[C@]1([H])C2)(c5ccc(C)cc5)=O,C22H22NO2PS,395.0,49.0,,2244143-09-5,,,"428075108, 465215270",,
"endo PPh,NBn Azaphosphabicycloheptane",410.0,c1ccc(CN2C[C@@H]3C[C@H]2C[P@@]3c2ccccc2)cc1,[H][C@@]1(C2)N(CC3=CC=CC=C3)C[C@@]2([H])[P@@](c4ccccc4)C1,C18H20NP,281.0,40.0,,1975180-40-5,,,"428075109, 490892321",,
"exo PPh,NBn Azaphosphabicycloheptane",411.0,c1ccc(CN2C[C@@H]3C[C@H]2C[P@]3c2ccccc2)cc1,[H][C@@]1(C2)N(CC3=CC=CC=C3)C[C@@]2([H])[P@](c4ccccc4)C1,C18H20NP,281.0,40.0,,1975180-39-2,,,"428075109, 490892321",,
P(CF3)3,412.0,FC(F)(F)P(C(F)(F)F)C(F)(F)F,FC(F)(F)P(C(F)(F)F)C(F)(F)F,C3F9P,238.0,13.0,,432-04-2,,404962-36-3,28789281,,LKB003
"P(3,4-OCH2CH2O-Ph)3",413.0,c1cc2c(cc1P(c1ccc3c(c1)OCCO3)c1ccc3c(c1)OCCO3)OCCO2,P(c5cc6c(cc5)OCCO6)(c3cc4c(cc3)OCCO4)c1cc2c(cc1)OCCO2,C24H21O6P,436.0,52.0,,301675-84-3,,,28252551,,
P(CCPh)3,414.0,C(#CP(C#Cc1ccccc1)C#Cc1ccccc1)c1ccccc1,P(C#Cc1ccccc1)(C#Cc2ccccc2)C#Cc3ccccc3,C24H15P,334.0,40.0,,4547-77-7,,,,,
PPh(CCPh)2,415.0,C(#CP(C#Cc1ccccc1)c1ccccc1)c1ccccc1,P(c3ccccc3)(C#Cc2ccccc2)C#Cc1ccccc1,C22H15P,310.0,38.0,,27258-73-7,,,28465775,,
PPh2(CCPh),416.0,C(#CP(c1ccccc1)c1ccccc1)c1ccccc1,P(c3ccccc3)(c2ccccc2)C#Cc1ccccc1,C20H15P,286.0,36.0,,7608-17-5,,,30466581,,
PAd2tBu,417.0,CC(P(C12CC3CC(C2)CC(C1)C3)C12CC3CC(C2)CC(C1)C3)(C)C,CC(P([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)(C)C,C24H39P,359.0,64.0,,163124-39-8,,,,,LKB55
Ph-Me2Phospholane (trans),418.0,C[C@H]1CC[C@H](C)P1c1ccccc1,C[C@H]1CC[C@@H](P1c1ccccc1)C,C12H17P,192.0,30.0,,"129647-10-5 (RR abs), 129705-29-9 (SS abs), 40358-68-7 (no stereo), 224180-45-4 (SS rel)",,1015256-24-2,,,LKB126
Ph-Et2Phospholane (trans),419.0,CC[C@@H]1CC[C@@H](CC)P1c1ccccc1,CC[C@@H]1CC[C@H](P1c1ccccc1)CC,C14H21P,220.0,36.0,,"137253-23-7 (RR abs), 137151-96-3 (SS abs)",,,,,
Ph-iPr2Phospholane (trans),420.0,CC(C)[C@@H]1CC[C@@H](C(C)C)P1c1ccccc1,CC([C@@H]1CC[C@H](P1c1ccccc1)C(C)C)C,C16H25P,248.0,42.0,,"444648-31-1 (SS abs), 137151-97-4 (RR abs)",,,,,
PiPr2Ferrocene,421.0,CC(C)P(C(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(P(C(C)C)C12C3C4C5C1[Fe]43526789C%10C6C7C8C%109)C,C16H23FeP,302.0,41.0,,144303-93-5,,,,,
PCy2Ferrocene,422.0,C1CCC(P(C2CCCCC2)C23C4C5C6C2[Fe]56432789C3C2C7C8C39)CC1,P(C12C3C4C5C1[Fe]43526789C%10C6C7C8C%109)(C%11CCCCC%11)C%12CCCCC%12,C22H31FeP,382.0,55.0,,525603-48-9,,,,,
PPh(NPyrrolyl)2,423.0,c1ccc(P(n2cccc2)n2cccc2)cc1,c1ccc(cc1)P(n1cccc1)n1cccc1,C14H13N2P,240.0,30.0,,54006-05-2,,,,,LKB306
P(NiPr2)2tBu,424.0,CC(C)N(C(C)C)P(N(C(C)C)C(C)C)C(C)(C)C,CC(N(P(C(C)(C)C)N(C(C)C)C(C)C)C(C)C)C,C16H37N2P,288.0,56.0,,338800-17-2,,,,,LKB303
P(NPh2)2tBu,425.0,CC(C)(C)P(N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1,CC(P(N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1)(C)C,C28H29N2P,425.0,60.0,,338800-19-4,,,,,LKB310
PPh NMe dibenzodiazaphosphepine,426.0,Cn1c2ccccc2c2ccccc2n(C)p1-c1ccccc1,CN1C2=C(C3=C(C=CC=C3)N(C)P1c4ccccc4)C=CC=C2,C20H19N2P,318.0,42.0,,not on scifinder,,,,,
PPh NMe benzodiazaphosphepine,427.0,CN1Cc2ccccc2CN(C)P1c1ccccc1,CN1Cc2ccccc2CN(P1c1ccccc1)C,C16H19N2P,270.0,38.0,,not on scifinder,,,,,
PPh NtBu diazaphosphepane,428.0,CC(C)(C)N1CCCCN(C(C)(C)C)P1c1ccccc1,CC(N1CCCCN(P1c1ccccc1)C(C)(C)C)(C)C,C18H31N2P,306.0,52.0,,not on scifinder,,,,,
PPh NiPr diazaphosphepane,429.0,CC(C)N1CCCCN(C(C)C)P1c1ccccc1,CC(N1CCCCN(P1c1ccccc1)C(C)C)C,C16H27N2P,278.0,46.0,,not on scifinder,,,,,
PPh NMe diazaphosphepane,430.0,CN1CCCCN(C)P1c1ccccc1,CN1CCCCN(P1c1ccccc1)C,C12H19N2P,222.0,34.0,,not on scifinder,,,,,
PPh NtBu diazaphosphinane,431.0,CC(C)(C)N1CCCN(C(C)(C)C)P1c1ccccc1,CC(N1CCCN(P1c1ccccc1)C(C)(C)C)(C)C,C17H29N2P,292.0,49.0,,65237-56-1,,,,,
PPh NiPr diazaphosphinane,432.0,CC(C)N1CCCN(C(C)C)P1c1ccccc1,CC(N1CCCN(P1c1ccccc1)C(C)C)C,C15H25N2P,264.0,43.0,,not on scifinder,,,,,
"PPh NMe 5,5Me2-diazaphosphinane",433.0,CN1CC(C)(C)CN(C)P1c1ccccc1,CN1CC(C)(C)CN(P1c1ccccc1)C,C13H21N2P,236.0,37.0,,40201-81-8,,,,,
PPh NMe diazaphosphinane,434.0,CN1CCCN(C)P1c1ccccc1,CN1CCCN(P1c1ccccc1)C,C11H17N2P,208.0,31.0,,40201-80-7,,,,,LKB336
PPh NtBu diazaphospholidine,435.0,CC(C)(C)N1CCN(C(C)(C)C)P1c1ccccc1,CC(N1CCN(P1c1ccccc1)C(C)(C)C)(C)C,C16H27N2P,278.0,46.0,,not on scifinder,,,,,
PPh NiPr diazaphospholidine,436.0,CC(C)N1CCN(C(C)C)P1c1ccccc1,CC(N1CCN(P1c1ccccc1)C(C)C)C,C14H23N2P,250.0,40.0,,1254065-26-3,,,,,
PPh Phosphanorbornane,437.0,c1ccc(P2C3CCC2CC3)cc1,C1(P2C3=CC=CC=C3)CCC2CC1,C12H15P,190.0,28.0,,not on scifinder,,,,,
P(OEt2)(CH_NHPh_Ph),438.0,CCOP(OCC)C(Nc1ccccc1)c1ccccc1,P(OCC)(OCC)C(Nc2ccccc2)c1ccccc1,C17H22NO2P,303.0,43.0,,331839-06-6,,,27853840,,
PPh2(2MOMPh),439.0,COCc1ccccc1P(c1ccccc1)c1ccccc1,P(c3c(cccc3)COC)(c2ccccc2)c1ccccc1,C20H19OP,306.0,41.0,,13175-76-3,,,28254990,,
PPh(CH2NHpTol)2,440.0,Cc1ccc(NCP(CNc2ccc(C)cc2)c2ccccc2)cc1,P(CNc3ccc(cc3)C)(CNc2ccc(cc2)C)c1ccccc1,C22H25N2P,348.0,50.0,,72897-08-6,,,28431222,,
PPh2 OH-MOP,441.0,Oc1ccc2ccccc2c1-c1c(P(c2ccccc2)c2ccccc2)ccc2ccccc12,P(c6ccccc6)(c5ccccc5)c1c(c4c(cc1)cccc4)c2c3c(ccc2O)cccc3,C32H23OP,454.0,57.0,,"199796-91-3 (no stereo), 149917-88-4 (R), 144868-15-5 (S)",,,28451869,,
PtBu2(3-COOH-Ph),442.0,CC(C)(C)P(c1cccc(C(=O)O)c1)C(C)(C)C,P(C(C)(C)C)(C(C)(C)C)c1cc(ccc1)C(=O)O,C15H23O2P,266.0,41.0,,352641-37-3,55454-53-0 (HBr),,28563897,,
"Ph,Ph cis-iPr2dioxaphosphaborinane",443.0,CC(C)C1OB(c2ccccc2)OC(C(C)C)P1c1ccccc1,B2(OC(P(C(O2)C(C)C)c3ccccc3)C(C)C)c1ccccc1,C20H26BO2P,340.0,50.0,,87579-70-2,,,28720987,,
PPh2(trans-Ph-ethylen),444.0,C(=C/P(c1ccccc1)c1ccccc1)\c1ccccc1,P(c3ccccc3)(c2ccccc2)\C=C\c1ccccc1,C20H17P,288.0,38.0,,"14090-06-3 (E), 794-39-8 (no labelled stereo)",,,28721387,,
EtPhosphatrioxabicyclooctane,445.0,CCC12COP(OC1)OC2,P21OCC(CO2)(CO1)CC,C6H11O3P,162.0,21.0,,824-11-3,,,28761937,,LKB289
POPh(OCH2)2,446.0,c1ccc(OP2OCCO2)cc1,P2(OCCO2)Oc1ccccc1,C8H9O3P,184.0,21.0,,1077-05-0,,24151-47-1,28768777,,
P(OAllyl)3,447.0,C=CCOP(OCC=C)OCC=C,P(OCC=C)(OCC=C)OCC=C,C9H15O3P,202.0,28.0,,102-84-1,,,28768820,,
P(OBn)3,448.0,c1ccc(COP(OCc2ccccc2)OCc2ccccc2)cc1,P(OCc3ccccc3)(OCc2ccccc2)OCc1ccccc1,C21H21O3P,352.0,46.0,,15205-57-9,,,28775022,,
P(NEt2)3,449.0,CCN(CC)P(N(CC)CC)N(CC)CC,P(N(CC)CC)(N(CC)CC)N(CC)CC,C12H30N3P,247.0,46.0,,2283-11-6,126450-23-5 (HBF4),,28778035,253189,
P(OMe)2NiPr2,450.0,COP(OC)N(C(C)C)C(C)C,P(N(C(C)C)C(C)C)(OC)OC,C8H20NO2P,193.0,32.0,,122194-07-4,,321888-09-9,28781912,,
POMe(OCH2)2,451.0,COP1OCCO1,P1(OCCO1)OC,C3H7O3P,122.0,14.0,,3741-36-4,,72491-17-9,28783994,,LKB263
P(SMe)3,452.0,CSP(SC)SC,P(SC)(SC)SC,C3H9PS3,172.0,16.0,,816-80-8,,,28786836,,
P(OTMS)3,453.0,C[Si](C)(C)OP(O[Si](C)(C)C)O[Si](C)(C)C,[Si](OP(O[Si](C)(C)C)O[Si](C)(C)C)(C)(C)C,C9H27O3PSi3,299.0,43.0,,1795-31-9,212128-02-4 (HI),,28790327,,
P(OCH2CF3)3,454.0,FC(F)(F)COP(OCC(F)(F)F)OCC(F)(F)F,FC(F)(F)COP(OCC(F)(F)F)OCC(F)(F)F,C6H6F9O3P,328.0,25.0,,370-69-4,,,28790632,,LKB221
P(4-NMe2-Ph)3,455.0,CN(C)c1ccc(P(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,P(c3ccc(cc3)N(C)C)(c2ccc(cc2)N(C)C)c1ccc(cc1)N(C)C,C24H30N3P,391.0,58.0,,1104-21-8,,290815-11-1,28791107,,LKB80
PnPent2Ph,456.0,CCCCCP(CCCCC)c1ccccc1,P(CCCCC)(CCCCC)c1ccccc1,C16H27P,250.0,44.0,,71501-08-1,,,28799008,,
PPh(EtCN)2,457.0,N#CCCP(CCC#N)c1ccccc1,P(CCC#N)(CCC#N)c1ccccc1,C12H13N2P,216.0,28.0,,15909-92-9,,,28802193,,
PPh2(1-Isochinolin-2Nap),458.0,c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2nccc3ccccc23)cc1,P(c6ccccc6)(c5ccccc5)c1c(c4c(cc1)cccc4)c2nccc3c2cccc3,C31H22NP,439.0,55.0,,"149245-03-4 (no stereo), 149341-34-4 (R), 149245-03-4 (S)",,,28802224,"743461, 743585, 779911",
PMe(OEt)2,459.0,CCOP(C)OCC,P(OCC)(OCC)C,C5H13O2P,136.0,21.0,,15715-41-0,,,28802225,,
Me-Verkade,460.0,CN1CCN2CCN(C)P1N(C)CC2,P21N(CCN(CCN2C)CCN1C)C,C9H21N4P,216.0,35.0,,120666-13-9,"many, 138800-17-6 (HCl)",706790-18-3,28802234,,LKB337
PPh2(CH2CH2Si(OEt)3),461.0,CCO[Si](CCP(c1ccccc1)c1ccccc1)(OCC)OCC,[Si](OCC)(OCC)(OCC)CCP(c2ccccc2)c1ccccc1,C20H29O3PSi,377.0,54.0,ME317,18586-39-5,,,28802893,,
PPh(CH2OH)2,462.0,OCP(CO)c1ccccc1,P(CO)(CO)c1ccccc1,C8H11O2P,170.0,22.0,,3127-08-0,,,28804010,,
PnBuPh2,463.0,CCCCP(c1ccccc1)c1ccccc1,P(CCCC)(c2ccccc2)c1ccccc1,C16H19P,242.0,36.0,,6372-41-4,20515-55-3 (HBr),367252-36-6,28804017,,
PAllyl2Ph,464.0,C=CCP(CC=C)c1ccccc1,P(CC=C)(CC=C)c1ccccc1,C12H15P,190.0,28.0,,29949-75-5,,,28804022,,
PnPrPh2,465.0,CCCP(c1ccccc1)c1ccccc1,P(CCC)(c2ccccc2)c1ccccc1,C15H17P,228.0,33.0,,7650-84-2,119991-46-7 (HBr),,28804027,,
P(OEt)2(OTMS),466.0,CCOP(OCC)O[Si](C)(C)C,[Si](OP(OCC)OCC)(C)(C)C,C7H19O3PSi,210.0,31.0,,13716-45-5,,,28804047,,
PPh2(2-NMeImidazole),467.0,Cn1ccnc1P(c1ccccc1)c1ccccc1,P(c3[n](ccn3)C)(c2ccccc2)c1ccccc1,C16H15N2P,266.0,34.0,,150404-18-5,,,28818130,,
P(CCl3)2N(Me)Ph,468.0,CN(c1ccccc1)P(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,P(N(C)c1ccccc1)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,C9H8Cl6NP,374.0,25.0,,129577-80-6,,,28823621,,
PnHex3,469.0,CCCCCCP(CCCCCC)CCCCCC,P(CCCCCC)(CCCCCC)CCCCCC,C18H39P,286.0,58.0,,4168-73-4,"934749-22-1 (HBF4), 1430948-10-9 (HCl)",,28829978,,
P(CCl3)(OnBu)2,470.0,CCCCOP(OCCCC)C(Cl)(Cl)Cl,P(OCCCC)(OCCCC)C(Cl)(Cl)Cl,C9H18Cl3O2P,296.0,33.0,,40433-98-5,,,28863147,,
PPh2neomenthyl,471.0,CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1P(c1ccccc1)c1ccccc1,P([C@@H]3[C@@H](CC[C@H](C3)C)C(C)C)(c2ccccc2)c1ccccc1,C22H29P,324.0,52.0,,"43077-29-8 (1S,2S,5R abs), 32511-22-1 (1R,2R,5S rel), 43077-31-2 (1R,2S,5R abs), 38053-73-5 (1R,2R,5S abs), 60208-17-5 (1R,2S,5R rel), 216019-59-9 (no stereo), 38053-72-4 (1S,2R,5S abs)","1383534-01-7 (HCl) (1S,2S,5R abs)",,28939690,,LKB119
P(pyrrolidinyl)3,472.0,C1CCN(P(N2CCCC2)N2CCCC2)C1,P(N3CCCC3)(N2CCCC2)N1CCCC1,C12H24N3P,241.0,40.0,,5666-12-6,,,29030513,,LKB295
PPh2 OiPr-MOP,473.0,CC(C)Oc1ccc2ccccc2c1-c1c(P(c2ccccc2)c2ccccc2)ccc2ccccc12,P(c6ccccc6)(c5ccccc5)c1c(c4c(cc1)cccc4)c2c3c(ccc2OC(C)C)cccc3,C35H29OP,497.0,66.0,,"137769-30-3 (S), 189274-36-0(R) ",,,29097437,,
PPh2 MeImidazopyridine,474.0,Cc1nc2ccccn2c1P(c1ccccc1)c1ccccc1,P(c4ccccc4)(c3ccccc3)c1[n]2c(nc1C)C=CC=C2,C20H17N2P,316.0,40.0,,145758-54-9,174870-04-3 (HCl),,29377478,,
PPh Phosphaxanthene,475.0,c1ccc(P2c3ccccc3Oc3ccccc32)cc1,P2(c3c(cccc3)Oc4c2cccc4)c1ccccc1,C18H13OP,276.0,33.0,,1225-16-7,,,29504699,,
PPh2(F4pyridin-4yl),476.0,Fc1nc(F)c(F)c(P(c2ccccc2)c2ccccc2)c1F,Fc1nc(c(c(c1F)P(c3ccccc3)c2ccccc2)F)F,C17H10F4NP,335.0,33.0,,315190-38-6,,,29699345,,
PnPent2NEt2,477.0,CCCCCP(CCCCC)N(CC)CC,P(N(CC)CC)(CCCCC)CCCCC,C14H32NP,245.0,48.0,,72999-70-3,,,30208298,,
P(OEt)2(4-NMe2-Ph),478.0,CCOP(OCC)c1ccc(N(C)C)cc1,P(OCC)(OCC)c1ccc(cc1)N(C)C,C12H20NO2P,241.0,36.0,,63620-84-8,,,30444416,,
PPh dioxaphosphinane,479.0,c1ccc(P2OCCCO2)cc1,P2(OCCCO2)c1ccccc1,C9H11O2P,182.0,23.0,,7526-32-1,,,30486756,,LKB269
PNMe2-Catechol,480.0,CN(C)P1Oc2ccccc2O1,P1(Oc2c(cccc2)O1)N(C)C,C8H10NO2P,183.0,22.0,,18389-60-1,,,30487783,,
POMe-Catechol,481.0,COP1Oc2ccccc2O1,P1(Oc2c(cccc2)O1)OC,C7H7O3P,170.0,18.0,,20570-25-6,,,30488719,,
PnBu(NiPr2)2,482.0,CCCCP(N(C(C)C)C(C)C)N(C(C)C)C(C)C,P(N(C(C)C)C(C)C)(N(C(C)C)C(C)C)CCCC,C16H37N2P,288.0,56.0,,122691-45-6,,,30643391,,
PPh 2-tBu-Phosphaxanthene,483.0,CC(C)(C)c1ccc2c(c1)P(c1ccccc1)c1ccccc1O2,P2(c3c(ccc(c3)C(C)(C)C)Oc4c2cccc4)c1ccccc1,C22H21OP,332.0,45.0,,709636-87-3,,,34391708,,
P(OEt)2(2Br-1Ph-vinyl),484.0,CCOP(OCC)/C(=C/Br)c1ccccc1,P(OCC)(OCC)\C(=C\Br)\c1ccccc1,C12H16BrO2P,303.0,32.0,,67866-50-6,,,34395825,,
iPr-Verkade,485.0,CC(C)N1CCN2CCN(C(C)C)P1N(C(C)C)CC2,P21N(CCN(CCN2C(C)C)CCN1C(C)C)C(C)C,C15H33N4P,300.0,53.0,,175845-21-3,"many, 2226183-88-4 (HCl)",,34439239,,
PPh2 (4-(F17)dec-Ph),486.0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1ccc(P(c2ccccc2)c2ccccc2)cc1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1ccc(cc1)P(c3ccccc3)c2ccccc2,C28H18F17P,708.0,64.0,ME205,462996-04-9,,,34700498,,
"PPh (4-(2,2-(CF3)2-F7pent)-Ph)2",487.0,FC(F)(F)C(F)(F)C(F)(F)C(Cc1ccc(P(c2ccccc2)c2ccc(CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1)(C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)Cc1ccc(cc1)P(c3ccc(cc3)CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)c2ccccc2,C32H17F26P,926.0,76.0,ME206,322647-83-6,,,34700529,50476,
iBu-Verkade,488.0,CC(C)CN1CCN2CCN(CC(C)C)P1N(CC(C)C)CC2,P21N(CCN(CCN2CC(C)C)CCN1CC(C)C)CC(C)C,C18H39N4P,343.0,62.0,,331465-71-5,"many, 1087352 (HCl)",,41482438,,LKB338
PPh2(3-SO3H-Ph),489.0,O=S(=O)(O)c1cccc(P(c2ccccc2)c2ccccc2)c1,P(c3cc(ccc3)[S](=O)(=O)O)(c2ccccc2)c1ccccc1,C18H15O3PS,342.0,38.0,,16704-71-5,,,48302278,,LKB87
,490.0,CC12CCC3C(P(c4ccccc4)c4ccccc4)(OCC31C)C2=O,P(C43OCC5(C4CCC5(C3=O)C)C)(c2ccccc2)c1ccccc1,C22H23O2P,350.0,48.0,,"1217708-28-5 (no stereo), 850008-65-0 (1S,3aS,4R,6aS)",,,61893644,,
PiPrtBu2,491.0,CC(C)P(C(C)(C)C)C(C)(C)C,P(C(C)(C)C)(C(C)(C)C)C(C)C,C11H25P,188.0,37.0,,25032-49-9,1239667-52-7 (HBHR3),,70285931,,LKB41
PtBu2(4-CO2H-Ph),492.0,CC(C)(C)P(c1ccc(C(=O)O)cc1)C(C)(C)C,P(C(C)(C)C)(C(C)(C)C)c1ccc(cc1)C(=O)O,C15H23O2P,266.0,41.0,,774480-72-7,55454-54-1 (HBr),,78096999,,
PEt2(4-CO2H-Ph),493.0,CCP(CC)c1ccc(C(=O)O)cc1,P(CC)(CC)c1ccc(cc1)C(=O)O,C11H15O2P,210.0,29.0,,748708-06-7,37067-06-4 (HBr),,78636111,,
PhTADDOL(Me2_acetal)_NMe2,494.0,CN(C)P1OC(c2ccccc2)(c2ccccc2)[C@@H]2OC(C)(C)O[C@H]2C(c2ccccc2)(c2ccccc2)O1,P1(OC([C@@H]4OC(O[C@H]4C(O1)(c6ccccc6)c5ccccc5)(C)C)(c3ccccc3)c2ccccc2)N(C)C,C33H34NO4P,540.0,73.0,,"213843-90-4 (3R,8R abs), 582300-09-2 (3S,8S abs), 1192678-82-2 (3R,8R rel), 1817710-10-3 (3R,8S rel)",,,117278818,,
PPh2(4-CHO-Ph),495.0,O=Cc1ccc(P(c2ccccc2)c2ccccc2)cc1,P(c3ccc(cc3)C=O)(c2ccccc2)c1ccccc1,C19H15OP,290.0,36.0,,5068-18-8,,,128226941,,
SIPHOS-PE SPINOL(Sa)_N(R-PhEt)2 Phosphoramidite,496.0,C[C@H](c1ccccc1)N([C@H](C)c1ccccc1)P1Oc2cccc3c2C2(CC3)CCc3cccc(c32)O1,C[C@H](c1ccccc1)N([C@@H](c2ccccc2)C)P3Oc4cccc5c4[C@@]6(CCc7cccc(O3)c76)CC5,C33H32NO2P,506.0,69.0,,"500997-69-3 (1R,11aR), 500997-70-6 (1R,11aS), 656233-47-5 (11aR), 851890-80-7 (11aS)",,,128338544,,
PPh2(pyrimid-2-yl),497.0,c1ccc(P(c2ccccc2)c2ncccn2)cc1,P(c3ncccn3)(c2ccccc2)c1ccccc1,C16H13N2P,264.0,32.0,,191788-74-6,,,128346863,,
SIPHOS-Me,498.0,CN(C)P1Oc2cccc3c2C2(CC3)CCc3cccc(c32)O1,P1(Oc2c3c(ccc2)CCC43CCc5c4c(ccc5)O1)N(C)C,C19H20NO2P,325.0,43.0,,"443965-14-8 (11aR), 443965-10-4 (11aS), 526211-17-6 (9CI))",,,129024987,,
PEt2(CH2COOEt),499.0,CCOC(=O)CP(CC)CC,P(CC)(CC)CC(=O)OCC,C8H17O2P,176.0,28.0,,53134-19-3,,,129707190,,
P(OAllyl)2Ph,500.0,C=CCOP(OCC=C)c1ccccc1,P(OCC=C)(OCC=C)c1ccccc1,C12H15O2P,222.0,30.0,,833-57-8,,,129712008,,
POMe Benzodioxaphosphinininone,501.0,COP1OC(=O)c2ccccc2O1,P1(Oc2c(cccc2)C(=O)O1)OC,C8H7O4P,198.0,20.0,,117887-30-6,,,137788720,,
PtBuPhNH(1PhEt),502.0,CC(NP(c1ccccc1)C(C)(C)C)c1ccccc1,P(NC(C)c2ccccc2)(C(C)(C)C)c1ccccc1,C18H24NP,285.0,44.0,,"220812-79-3 (1S,PR,abs), 220812-74-8 (1S,PS,abs),183796-10-3 (1R,PR,rel), 183796-12-5 (1SPR,rel), 757218-54-5 (1S,abs), 2250282-26-7 (1R,PR,abs)",,,155457767,,
PMe2tBu,503.0,CP(C)C(C)(C)C,P(C(C)(C)C)(C)C,C6H15P,118.0,22.0,,32376-17-3,1041195-95-2 (HBF4),1313373-19-1,156336152,,LKB30
PPh(OEt)(O-4-NO2-Ph),504.0,CCOP(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,P(OCC)(Oc2ccc(cc2)[N+](=O)[O-])c1ccccc1,C14H14NO4P,291.0,34.0,,not on scifinder,,,161224049,,
PPh(OMe)NiPr2,505.0,COP(c1ccccc1)N(C(C)C)C(C)C,P(N(C(C)C)C(C)C)(OC)c1ccccc1,C13H22NOP,239.0,38.0,,1334653-57-4,,,161263537,,
PnBu2NiPr2,506.0,CCCCP(CCCC)N(C(C)C)C(C)C,P(N(C(C)C)C(C)C)(CCCC)CCCC,C14H32NP,245.0,48.0,,1334655-00-3,,,161285922,,
PPh2CONHnBu,507.0,CCCCNC(=O)P(c1ccccc1)c1ccccc1,P(c2ccccc2)(c1ccccc1)C(=O)NCCCC,C17H20NOP,285.0,40.0,,not on scifinder,,,161316491,,
"P(Me)(Ph)(Cl,(CN)2Pyrazine)",508.0,CP(c1ccccc1)c1nc(C#N)c(C#N)nc1Cl,P(C)(c2nc(c(nc2Cl)C#N)C#N)c1ccccc1,C13H8ClN4P,287.0,27.0,,not on scifinder,,,161374145,,
PPh2 Pyridazyl,509.0,c1ccc(P(c2ccccc2)c2cccnn2)cc1,P(c3nnccc3)(c2ccccc2)c1ccccc1,C16H13N2P,264.0,32.0,,1334639-31-4,,,161414001,,
PPh (OMethallyl)2,510.0,C=C(C)COP(OCC(=C)C)c1ccccc1,P(OCC(=C)C)(OCC(=C)C)c1ccccc1,C14H19O2P,250.0,36.0,,not on scifinder,,,161470460,,
P(NMe2)2(4-NO2-Ph),511.0,CN(C)P(c1ccc([N+](=O)[O-])cc1)N(C)C,P(N(C)C)(N(C)C)c1ccc(cc1)[N+](=O)[O-],C10H16N3O2P,241.0,32.0,,not on scifinder,,,161475392,,
P(OEt)2(4-Cl-Ph),512.0,CCOP(OCC)c1ccc(Cl)cc1,P(OCC)(OCC)c1ccc(cc1)Cl,C10H14ClO2P,233.0,28.0,,20355-97-9,,,161488084,,
P(OiPr)2(4-Cl-Ph),513.0,CC(C)OP(OC(C)C)c1ccc(Cl)cc1,P(OC(C)C)(OC(C)C)c1ccc(cc1)Cl,C12H18ClO2P,261.0,34.0,,91801-48-8,,,161488085,,
